bank,review,rating,sentiment_label,sentiment_score
Commercial Bank of Ethiopia,Best application,5,POSITIVE,0.999854564666748
Commercial Bank of Ethiopia,"I’ve been using the CBE mobile banking app, and overall, I appreciate its features. However, I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications. Thank you for your attention to this matter!",1,POSITIVE,0.9888258576393127
Commercial Bank of Ethiopia,I like the app,5,POSITIVE,0.9840216040611267
Commercial Bank of Ethiopia,"If you are living outside of Ethiopia you better not deposit large money into your mobile account. It can kick you off any time for some small reasons and the only way you can recover is either to go to the bank in person or you need to have access to your phone which is impossible if you are living outside Ethiopia. The only option you will be left with is, you can't use your money. At least it would be better if you can recover your account using email or other verification ...",1,NEGATIVE,0.9885526895523071
Commercial Bank of Ethiopia,Number one,5,POSITIVE,0.9955844283103943
Commercial Bank of Ethiopia,Updating the app is must everytime they release it even to reload the transaction.,2,NEGATIVE,0.9807589650154114
Commercial Bank of Ethiopia,These app is beast But the new update is great,5,POSITIVE,0.9984248876571655
Commercial Bank of Ethiopia,Bahilu ketema,2,NEGATIVE,0.9338396787643433
Commercial Bank of Ethiopia,It's easy and user friendly!,5,POSITIVE,0.9909394979476929
Commercial Bank of Ethiopia,It is helpful to save time and energy,5,POSITIVE,0.9991472959518433
Commercial Bank of Ethiopia,DIGITAL LEADER BANK IN ETHIOPIA CBE,5,POSITIVE,0.8371593356132507
Commercial Bank of Ethiopia,Turning off the developers' options :( This is getting out of hand. We don't need to go through that...,1,NEGATIVE,0.965498149394989
Commercial Bank of Ethiopia,🤙best,5,POSITIVE,0.9998161196708679
Commercial Bank of Ethiopia,I don't have an idea why our country soft wares needs some beroucracy?? How many peoples knew that about developer options N why is the new app forceing to disable that?? in my side i didn't get the apps as of b4.,1,NEGATIVE,0.9990008473396301
Commercial Bank of Ethiopia,"BEST APP EVER,BUT WHEN CBE BE INTEGRATED WITH INTERNATIONAL TRANSFER",5,POSITIVE,0.9951567053794861
Commercial Bank of Ethiopia,Where ever you go no one is like cbe mobile banking.it's absolutely perfect,5,POSITIVE,0.9998416900634766
Commercial Bank of Ethiopia,"Does""nt give you a list of beneficieries.",2,NEGATIVE,0.7207274436950684
Commercial Bank of Ethiopia,"trasaction history needs to be more,",2,NEGATIVE,0.87367182970047
Commercial Bank of Ethiopia,This app is more helpful and best,5,POSITIVE,0.9997946619987488
Commercial Bank of Ethiopia,I like it more the app cbe thank you !,5,POSITIVE,0.999183714389801
Commercial Bank of Ethiopia,Alert The device developer Mode is turned on. Please turn off Developer Mode from device settings and try again to use this app OK What is this ?,1,NEGATIVE,0.990975558757782
Commercial Bank of Ethiopia,Correct your order of incoming and outgoing birr,3,NEUTRAL,0.5
Commercial Bank of Ethiopia,Nice App,5,POSITIVE,0.9998061060905457
Commercial Bank of Ethiopia,The apk doesn't work when the phones developer option is turned on. It always asks me to turn off the developer options to open the apk. Please fix it as it is unnecessary.,4,NEGATIVE,0.9996931552886963
Commercial Bank of Ethiopia,Wow amazing app,4,POSITIVE,0.9998513460159302
Commercial Bank of Ethiopia,Woow app,2,NEGATIVE,0.9864674210548401
Commercial Bank of Ethiopia,Wow 👌 👏,5,POSITIVE,0.999592125415802
Commercial Bank of Ethiopia,Best App👌🏿,5,POSITIVE,0.999686598777771
Commercial Bank of Ethiopia,"Why on earth is CBE telling me to turn off developer mode? As the name clearly states, it's for developers, not for CBE to dictate. There are countless financial apps out there that work just fine without demanding such an unnecessary restriction. If your app can’t handle developer mode, that’s a you problem. Fix your code instead of disabling features that have absolutely nothing to do with you.",2,NEGATIVE,0.9979535341262817
Commercial Bank of Ethiopia,It keeps asking for an update recursively since the last update. What is going on??,2,NEGATIVE,0.9872269034385681
Commercial Bank of Ethiopia,I donot want to update.,5,NEGATIVE,0.8903370499610901
Commercial Bank of Ethiopia,The qr code scans must be backed to see the transfer is done and to use it easily,2,NEGATIVE,0.9745734930038452
Commercial Bank of Ethiopia,"አፕልኬሽኑ የተላከልኝን ብር ቶሎ አያሳይም ። ከ 24 ሰዓት በላይ ይቆያል። ይህ ለቢዝነስ በጣም አስቸጋሪ ሆኖብኛል። መፍትሔ አላችሁ ? This application is too slow & inactive to notify & record transactions, & hence I faced difficulty using it for businesses. would you fix it?",1,NEGATIVE,0.9987905621528625
Commercial Bank of Ethiopia,Nice app thanks cbe,5,POSITIVE,0.9997629523277283
Commercial Bank of Ethiopia,NICE,5,POSITIVE,0.9998552799224854
Commercial Bank of Ethiopia,It is very nice to use,5,POSITIVE,0.9997460246086121
Commercial Bank of Ethiopia,"the ""developer mode"" need to be fixed, it sucks",2,NEGATIVE,0.9988507032394409
Commercial Bank of Ethiopia,"The app is simply trash, the only thing that's keeping them afloat is that the woods for the other Ethiopian banks is even trashier",1,NEGATIVE,0.998663067817688
Commercial Bank of Ethiopia,It very important app,5,POSITIVE,0.9980806112289429
Commercial Bank of Ethiopia,Data problems,1,NEGATIVE,0.9994732737541199
Commercial Bank of Ethiopia,nice one,5,POSITIVE,0.9998552799224854
Commercial Bank of Ethiopia,This app after update they ask verification .why they restricted for update?,5,NEGATIVE,0.993317723274231
Commercial Bank of Ethiopia,Best and ease to use,5,POSITIVE,0.9995488524436951
Commercial Bank of Ethiopia,thank you very much and we are very very happy with your service🥰,5,POSITIVE,0.9998553991317749
Commercial Bank of Ethiopia,Cbe is the leader bank in Ethiopia by digital payment system,5,NEUTRAL,0.5
Commercial Bank of Ethiopia,Like it,5,POSITIVE,0.9910564422607422
Commercial Bank of Ethiopia,it's not working properly,1,POSITIVE,0.9997771382331848
Commercial Bank of Ethiopia,Make an option to send statement by email,1,NEGATIVE,0.8134396076202393
Commercial Bank of Ethiopia,It is simple and very accurate system,1,POSITIVE,0.9998082518577576
Commercial Bank of Ethiopia,"I am happy for using CBE. How ever, i am happy we can not send money to other tele birr by this app. why???",5,POSITIVE,0.9970869421958923
Commercial Bank of Ethiopia,Why developer option is off ? Please remove this feature.,4,NEGATIVE,0.9992522597312927
Commercial Bank of Ethiopia,Reminding me to update and pay every month,5,NEGATIVE,0.7176632881164551
Commercial Bank of Ethiopia,its excellent app,5,POSITIVE,0.9998356103897095
Commercial Bank of Ethiopia,"After a recent update, this app stopped working with a message "" the developer turned off advanced ... etc.",3,NEGATIVE,0.9970394968986511
Commercial Bank of Ethiopia,እብድ ባነክ፣ ይሄ ዝምብሎ Update ብቻ የሚለውን እና Update የማያደርገውን ሲስተማችሁን አስተካክሉት። አናዳጆች!,1,NEGATIVE,0.9712839126586914
Commercial Bank of Ethiopia,I am students of accounting and finance when i graduate i wish to do in CBE thanks,5,POSITIVE,0.9848020672798157
Commercial Bank of Ethiopia,wow . what i can say thank you.,5,POSITIVE,0.9998619556427002
Commercial Bank of Ethiopia,Good App,5,POSITIVE,0.9998493194580078
Commercial Bank of Ethiopia,very inconvenience to use. unreliable and needs upgrades!!!,1,NEGATIVE,0.9977055191993713
Commercial Bank of Ethiopia,Good I like it .,5,POSITIVE,0.9998480081558228
Commercial Bank of Ethiopia,Wow❤🙏..,5,POSITIVE,0.999592125415802
Commercial Bank of Ethiopia,The worst bank in Ethiopia!,1,NEGATIVE,0.9991293549537659
Commercial Bank of Ethiopia,Annoying app Very poor,1,NEGATIVE,0.9997794032096863
Commercial Bank of Ethiopia,"I have been accessing my CBE from abroad very easily without problems .Good job, guy.",2,NEGATIVE,0.905540943145752
Commercial Bank of Ethiopia,I love ❤️ 😍 💖 ❣️ 💕,5,POSITIVE,0.9998735189437866
Commercial Bank of Ethiopia,"Why force-disable Developer Options in the latest update? I get that it's a security precaution, but it's overkill. Plenty of other financial apps do not require it and it's sometimes necessary for debugging/experimental reasons",1,NEGATIVE,0.9935851693153381
Commercial Bank of Ethiopia,በጣም ምርጥ እና ላጠቃቀም ቀላል አፕ ነው ደስ ብሎኛል,4,NEGATIVE,0.8832130432128906
Commercial Bank of Ethiopia,"The app resets without customer interaction or confirmation, which is concerning. Please improve the user experience to ensure better control and transparency for customers.",5,NEGATIVE,0.925116240978241
Commercial Bank of Ethiopia,"It was very convenient and cool to use, but for some reason it hasn't been working for me lately.",1,POSITIVE,0.9847851991653442
Commercial Bank of Ethiopia,cBENooR,5,POSITIVE,0.9303083419799805
Commercial Bank of Ethiopia,Breaks after a week,1,POSITIVE,0.7643103003501892
Commercial Bank of Ethiopia,Good work keep it uo.,5,POSITIVE,0.9998413324356079
Commercial Bank of Ethiopia,ምርጥ ባንክ,5,NEGATIVE,0.7850591540336609
Commercial Bank of Ethiopia,teliga,5,NEGATIVE,0.9704235196113586
Commercial Bank of Ethiopia,Jest i like this app esy and fast,4,POSITIVE,0.8579354286193848
Commercial Bank of Ethiopia,First,5,POSITIVE,0.748120903968811
Commercial Bank of Ethiopia,abdulkarem,5,POSITIVE,0.9752503633499146
Commercial Bank of Ethiopia,Reliable & Simplified Service🎉💜🙏🙏,5,POSITIVE,0.995893120765686
Commercial Bank of Ethiopia,Muhajer Naser,5,POSITIVE,0.8194689750671387
Commercial Bank of Ethiopia,This application is an unreliable application. Please do not use it. Hackers will enter through the application and take the certificate from CBE.,1,NEGATIVE,0.9962911605834961
Commercial Bank of Ethiopia,Goood app,5,NEGATIVE,0.9925320744514465
Commercial Bank of Ethiopia,Please make it active it is delaying in low connection thanks.,5,NEGATIVE,0.9407191276550293
Commercial Bank of Ethiopia,Best app for adroid user,5,POSITIVE,0.9991027116775513
Commercial Bank of Ethiopia,Excellent condition security code used,5,POSITIVE,0.9994713664054871
Commercial Bank of Ethiopia,Saadahmuu,1,NEGATIVE,0.9790335297584534
Commercial Bank of Ethiopia,Yeah its very important in our daily life,5,POSITIVE,0.9996342658996582
Commercial Bank of Ethiopia,The new update is seems force enable developer options on setting. And please fix the problem on iphones it only works for few days every time it get maintained at branches,1,NEUTRAL,0.5
Commercial Bank of Ethiopia,Kedir nuri jemal,5,POSITIVE,0.9445419311523438
Commercial Bank of Ethiopia,The great app and banking system 🤩,5,POSITIVE,0.9996156692504883
Commercial Bank of Ethiopia,"Money transfer options is not giving correct input, and there is no way of knowing whether the money was successfully transferred.",2,POSITIVE,0.7706201672554016
Commercial Bank of Ethiopia,Over,5,POSITIVE,0.748120903968811
Commercial Bank of Ethiopia,GOOD app,5,POSITIVE,0.9998493194580078
Commercial Bank of Ethiopia,i enabled two step verification..when i press Authenticate it says Authentication failed.,5,NEGATIVE,0.9988111257553101
Commercial Bank of Ethiopia,Very much helpful,5,POSITIVE,0.9997673630714417
Commercial Bank of Ethiopia,Please add mini statement,2,POSITIVE,0.933356523513794
Commercial Bank of Ethiopia,It simplify every step.,5,POSITIVE,0.9965991377830505
Commercial Bank of Ethiopia,It's good app,5,POSITIVE,0.9998493194580078
Commercial Bank of Ethiopia,Taliyemuxumid mahamuud,2,NEGATIVE,0.7884621620178223
Commercial Bank of Ethiopia,Keep up guys you're always trustful service giver. I appereciated so much.,5,POSITIVE,0.9979695677757263
Commercial Bank of Ethiopia,Abuu irbo,5,NEUTRAL,0.5
Commercial Bank of Ethiopia,Too good,5,POSITIVE,0.9998161196708679
Commercial Bank of Ethiopia,ከድር ሁሴን አብደላ,5,NEGATIVE,0.8337253928184509
Commercial Bank of Ethiopia,Suuuuu,5,NEGATIVE,0.9772840738296509
Commercial Bank of Ethiopia,This app is the worst the current release doesn't work when developers mode is on and the transaction errors make you transfer money twice with errors,1,NEGATIVE,0.999581515789032
Commercial Bank of Ethiopia,Baayyee gaariidha Garuu App keessan altokko tokko isa ati tokko ergitu irra deebi'ee ergaa isa nu sirreessaa,4,NEGATIVE,0.9916784763336182
Commercial Bank of Ethiopia,Developer mode?????,1,POSITIVE,0.9256762862205505
Commercial Bank of Ethiopia,"It is Nice, but some times details of credited amount not shown from whom sent.",4,POSITIVE,0.9996250867843628
Commercial Bank of Ethiopia,ዳኒል ትዛዙ,1,NEGATIVE,0.7850591540336609
Commercial Bank of Ethiopia,"I am facing difficulties related to network issues, while I have a good internet connection.",1,NEGATIVE,0.9760687351226807
Commercial Bank of Ethiopia,Hulum yalfal,5,NEGATIVE,0.9677175283432007
Commercial Bank of Ethiopia,How to make developer mode off,5,POSITIVE,0.9256762862205505
Commercial Bank of Ethiopia,"Alert The device developer Mode is turned on. You can't use this app, Please turn off Developer Mode and try again. OK Why reason?",1,NEGATIVE,0.9935114979743958
Commercial Bank of Ethiopia,Galaxy j7,5,POSITIVE,0.9953343272209167
Commercial Bank of Ethiopia,በጣም አሪፍ,5,NEGATIVE,0.7850591540336609
Commercial Bank of Ethiopia,Tariku kasahun,5,POSITIVE,0.9682701230049133
Commercial Bank of Ethiopia,I am leul,5,POSITIVE,0.761969268321991
Commercial Bank of Ethiopia,Exelent App,5,POSITIVE,0.9968787431716919
Commercial Bank of Ethiopia,Smart app❤️,5,POSITIVE,0.999789297580719
Commercial Bank of Ethiopia,አሪፍና ምቹ ተመችቶኛል ለኔ,5,NEGATIVE,0.7850591540336609
Commercial Bank of Ethiopia,የራሱ የሆነ ኪቦርድ ቢኖረው _ እና ትራንዛክሽን ሂስትሪው ቢስተካከል እና ገቢ እና ወጪ ላይ ቀኑን አስከነ ሰአቱ በስነ ስርአቱ ቢያስቀምጥ አሪፍ ይመስለኛል,3,NEGATIVE,0.9558283686637878
Commercial Bank of Ethiopia,aqf WWE the ga,2,NEGATIVE,0.8134242296218872
Commercial Bank of Ethiopia,"Good cbe app but it frequently need update , after you update you will go to the Bank officer for verification . But my question is why not verify own self .",2,NEGATIVE,0.9545835256576538
Commercial Bank of Ethiopia,Best and easy to use,5,POSITIVE,0.9970711469650269
Commercial Bank of Ethiopia,EMAMU WUBETUDERESE,3,NEUTRAL,0.5
Commercial Bank of Ethiopia,Merjerbehel.,5,POSITIVE,0.9539510607719421
Commercial Bank of Ethiopia,"First this app was pretty good and well connection while transferring money, but now there's no such a worst mob app ever while transferring money it corrupts due to the network and took the amount of money you were transferring from your account then after seconds interruptions it's shows that the money is transferred (this case happens especially to telebirrr wallet) then after you report the issue to the CBE customer service they refund your money to your CBE account after 3-5 days.",2,NEGATIVE,0.9909083247184753
Commercial Bank of Ethiopia,Satisfied,5,POSITIVE,0.9997739195823669
Commercial Bank of Ethiopia,It nice but some connection limitation,3,POSITIVE,0.9983119964599609
Commercial Bank of Ethiopia,Ok. C,5,POSITIVE,0.748120903968811
Commercial Bank of Ethiopia,It's bestv forever!!,4,POSITIVE,0.9996336698532104
Commercial Bank of Ethiopia,It is good app but not have statment 1 week 1 month only 2 days and it is not order by time,5,POSITIVE,0.9988590478897095
Commercial Bank of Ethiopia,8 expriance,1,NEGATIVE,0.7631933093070984
Commercial Bank of Ethiopia,this app is very good,5,POSITIVE,0.9998369216918945
Commercial Bank of Ethiopia,It fast and satisfied,5,POSITIVE,0.9997416138648987
Commercial Bank of Ethiopia,Best app for the bank,5,POSITIVE,0.9998327493667603
Commercial Bank of Ethiopia,best bank,5,POSITIVE,0.9998420476913452
Commercial Bank of Ethiopia,Good challenge good.,5,POSITIVE,0.9998515844345093
Commercial Bank of Ethiopia,👍👍👍👍 👍👍👍👍,3,POSITIVE,0.748120903968811
Commercial Bank of Ethiopia,Best app I was but the message updated and it refused to work for me,5,NEGATIVE,0.8971564173698425
Commercial Bank of Ethiopia,More,5,POSITIVE,0.748120903968811
Commercial Bank of Ethiopia,Why do i have to close the developer option to use it. After the update it's not even working unless I close the developer option,1,NEGATIVE,0.8740006685256958
Commercial Bank of Ethiopia,❤❤😂😂,5,POSITIVE,0.748120903968811
Commercial Bank of Ethiopia,Atractive and easy to use,5,NEGATIVE,0.959102988243103
Commercial Bank of Ethiopia,"You can not track your transaction history with correct date, time and order",1,POSITIVE,0.9671338796615601
Commercial Bank of Ethiopia,Important,5,POSITIVE,0.999708354473114
Commercial Bank of Ethiopia,"Keep saying ""unable to connect"" after a normal phone update. Please update the app to match latest phone ""updates""",1,NEGATIVE,0.9992814660072327
Commercial Bank of Ethiopia,Sufiyan ahmade umara,5,NEGATIVE,0.7965814471244812
Commercial Bank of Ethiopia,It's simple and easy to use,1,POSITIVE,0.996009111404419
Commercial Bank of Ethiopia,I like this app,5,POSITIVE,0.9840216040611267
Commercial Bank of Ethiopia,good app I like it,4,POSITIVE,0.9998370409011841
Commercial Bank of Ethiopia,"i,ts not working, not good",1,POSITIVE,0.999843955039978
Commercial Bank of Ethiopia,Thank you free 2 years,4,POSITIVE,0.9998059868812561
Commercial Bank of Ethiopia,Please Add A dark theme😭😭,1,POSITIVE,0.9877657890319824
Commercial Bank of Ethiopia,Open,2,POSITIVE,0.9997945427894592
Commercial Bank of Ethiopia,Good service,5,POSITIVE,0.9998499155044556
Commercial Bank of Ethiopia,Abara,5,POSITIVE,0.9515087008476257
Commercial Bank of Ethiopia,ABC 1234d,5,NEUTRAL,0.5
Commercial Bank of Ethiopia,I don't understand the reason why this app asks me to turn off my developer options whenever I try to log into the app 🙄 This issue immediately needs to be fixed. Why would I sacrifice my phone's performance to use only this app? It's ridiculous 😒,2,NEGATIVE,0.9968891739845276
Commercial Bank of Ethiopia,Teaching 12 years,5,POSITIVE,0.9919956922531128
Commercial Bank of Ethiopia,I have been using it for a years and it is beautiful in i the time have been using it,1,POSITIVE,0.9998683929443359
Commercial Bank of Ethiopia,Flexible & easy service,4,POSITIVE,0.9997366070747375
Commercial Bank of Ethiopia,Not functional when i need a transactions,1,POSITIVE,0.967670202255249
Commercial Bank of Ethiopia,Merchant,5,POSITIVE,0.9695749282836914
Commercial Bank of Ethiopia,"The banks logo, the hidden accounts data are not seen. It is saying it saying unconnected and hence does not sync.",2,NEGATIVE,0.9983004927635193
Commercial Bank of Ethiopia,𝕓𝕖𝕥𝕒𝕞 𝕒𝕣𝕚𝕗𝕖 𝕟𝕖𝕨,4,NEGATIVE,0.8337253928184509
Commercial Bank of Ethiopia,Is not working for last update,1,POSITIVE,0.9822261333465576
Commercial Bank of Ethiopia,Why is it asking me for developer option,1,NEGATIVE,0.8476999998092651
Commercial Bank of Ethiopia,"We need more update soon! once I updated it, it authomatically stop working😭",1,NEGATIVE,0.9994001388549805
Commercial Bank of Ethiopia,"Very slagish to operate, needs upgraded.",2,NEGATIVE,0.9876981377601624
Commercial Bank of Ethiopia,Sayid hasien,5,POSITIVE,0.9634491205215454
Commercial Bank of Ethiopia,Very Goods 👍,5,POSITIVE,0.9998161196708679
Commercial Bank of Ethiopia,Eas for use,5,NEUTRAL,0.5
Commercial Bank of Ethiopia,It nice apps,2,POSITIVE,0.9998061060905457
Commercial Bank of Ethiopia,It gives service great,5,POSITIVE,0.9998712539672852
Commercial Bank of Ethiopia,Ahmedmohammed,5,POSITIVE,0.9812394380569458
Commercial Bank of Ethiopia,በጣም አሪፍ መገልጊያ ነው 👍,5,NEGATIVE,0.8337253928184509
Commercial Bank of Ethiopia,Why did this application stopped working at the moment,1,NEGATIVE,0.9989998936653137
Commercial Bank of Ethiopia,"The worst update seen in the bank industry for mobile banking. If you're unable to make it smooth and reliable at the same time , return it to previous version. It shows that you don't have the best expertise like other banks in the country.",1,NEGATIVE,0.9987092018127441
Commercial Bank of Ethiopia,It's a very good fast service provider but at the moment the system is denying me,5,POSITIVE,0.8913370370864868
Commercial Bank of Ethiopia,Wuu fican lkn wali cilad ba haysata sodee ku xaliya wuxu I lahay the developer mode is turned muxu ka wada,5,NEGATIVE,0.9971613883972168
Commercial Bank of Ethiopia,It is fine,5,POSITIVE,0.9998335838317871
Commercial Bank of Ethiopia,It's good nice job,5,POSITIVE,0.9998524188995361
Commercial Bank of Ethiopia,መልካም ነው።,4,NEGATIVE,0.8337253928184509
Commercial Bank of Ethiopia,3 year,3,POSITIVE,0.9952841401100159
Commercial Bank of Ethiopia,Very good app forever,5,POSITIVE,0.9998729228973389
Commercial Bank of Ethiopia,Nigatu Niguse,5,NEGATIVE,0.7539278268814087
Commercial Bank of Ethiopia,Thank u for the easy operating service .It made life simple and accurate.Keep it up!!!,4,POSITIVE,0.999758780002594
Commercial Bank of Ethiopia,ፕ9ፕ፸፻ሸሸቀቀዘጠዠቀቀሰቀረዠ፶፺፹ወከረረአ፻፯ክይልክ8ኡሽ9ፑፐክሰሰከአቀቀዘ፻ጰቀኡ7ፕሽክፕ፺ይዝ8ኡ87ብርፕ8ፕይፐኦጂጁጅእህፕይይ9ለሉ8ኡፕ9፱ፕ፵ክ977ሹ88ፕኢኦህከከፕል88ፕንኩክክኢኡጅሁይጉጎ8ጅይኢኢህኡይሽ9,5,NEGATIVE,0.6970564723014832
Commercial Bank of Ethiopia,This App The Best One,5,POSITIVE,0.9985963702201843
Commercial Bank of Ethiopia,Developer option,2,POSITIVE,0.9724228978157043
Commercial Bank of Ethiopia,It's not working,1,POSITIVE,0.9994449019432068
Commercial Bank of Ethiopia,How i can divice developer mood off,5,NEGATIVE,0.9975696206092834
Commercial Bank of Ethiopia,Sand me naw,2,NEGATIVE,0.9944856762886047
Commercial Bank of Ethiopia,5 years,5,POSITIVE,0.9952841401100159
Commercial Bank of Ethiopia,Wat is problem,5,NEGATIVE,0.9962434768676758
Commercial Bank of Ethiopia,Aliyi,5,POSITIVE,0.988175630569458
Commercial Bank of Ethiopia,Cammercial bank,4,NEGATIVE,0.9768934845924377
Commercial Bank of Ethiopia,TadeseD,5,NEGATIVE,0.9415809512138367
Commercial Bank of Ethiopia,What's your problem with developer option ???,1,NEGATIVE,0.9949135780334473
Commercial Bank of Ethiopia,Alert on,5,POSITIVE,0.9972475171089172
Commercial Bank of Ethiopia,i can't access this app without turning off the developer option mode 🤬👎,1,NEUTRAL,0.5
Commercial Bank of Ethiopia,Always their is a mal function,1,NEGATIVE,0.9997461438179016
Commercial Bank of Ethiopia,2041 Habib tahir,5,POSITIVE,0.9945799112319946
Commercial Bank of Ethiopia,It slow and unused app,1,NEGATIVE,0.9996228218078613
Commercial Bank of Ethiopia,No speed to reload,5,NEGATIVE,0.9603520631790161
Commercial Bank of Ethiopia,Not working,1,POSITIVE,0.9994449019432068
Commercial Bank of Ethiopia,Thanks for your,5,POSITIVE,0.9998283386230469
Commercial Bank of Ethiopia,I am proud,5,POSITIVE,0.999871015548706
Commercial Bank of Ethiopia,Its not opening,5,POSITIVE,0.9997945427894592
Commercial Bank of Ethiopia,Comfrtable app,5,NEGATIVE,0.9750620722770691
Commercial Bank of Ethiopia,Very nice and fast app,5,POSITIVE,0.999833345413208
Commercial Bank of Ethiopia,Pelisce ubedat,5,NEGATIVE,0.7223876118659973
Commercial Bank of Ethiopia,"Simple bug fix, would help if current exchange rate is displayed on the app.",4,NEGATIVE,0.9973008036613464
Commercial Bank of Ethiopia,"The not allowing the app while ""developer options"" is on needs to be fixed! Why the hell is an app telling me what to do with my own OS??? This is an unnecessary fix that needs to be fixed!!!",1,NEGATIVE,0.9930939674377441
Commercial Bank of Ethiopia,Update,2,POSITIVE,0.9908272624015808
Commercial Bank of Ethiopia,"The recent update automatically turns the developers option on, and when one starts the app, a message pops up saying the app does not work with the developers option on. So, one has to go to the settings and manually turn the developers option off. Otherwise the app doesn't work.",3,NEGATIVE,0.9819627404212952
Commercial Bank of Ethiopia,Very useful app,2,POSITIVE,0.9991915822029114
Commercial Bank of Ethiopia,Good sistem,5,POSITIVE,0.9998559951782227
Commercial Bank of Ethiopia,I like it for overall services,4,POSITIVE,0.9983355402946472
Commercial Bank of Ethiopia,When after updating the app it asked me to turn off developer mode how do i do that,4,NEGATIVE,0.9500851035118103
Commercial Bank of Ethiopia,Arebu Haji,5,POSITIVE,0.9545525908470154
Commercial Bank of Ethiopia,Amzaa Abdalaa,5,NEGATIVE,0.8108919262886047
Commercial Bank of Ethiopia,Excellent!!!Keep it up!!!,5,POSITIVE,0.9998691082000732
Commercial Bank of Ethiopia,Thats good for me,4,POSITIVE,0.9998161196708679
Commercial Bank of Ethiopia,Working doing fastly,5,POSITIVE,0.9996253252029419
Commercial Bank of Ethiopia,The poorest app,4,NEGATIVE,0.9997596144676208
Commercial Bank of Ethiopia,"The inconvenience of this app is that it requires developer options to be turned off. This hinders my ability to customize my phone as some of the customization can only be done in the developer options. Also, it didn't have this requirement before, so why now? And please return it how it was because this should not be an issue. Also, when a transaction is completed before it used to allow me to save the image of the completed transaction, now it doesn't, so please fix that also.",1,NEGATIVE,0.997890293598175
Commercial Bank of Ethiopia,Smart App,5,POSITIVE,0.999789297580719
Commercial Bank of Ethiopia,Worst update ever. It asked to disable the developer's option which they don't have any authority over. Most useless update ever. I wish I could give it a 0 star if it was possible. Why do you care about my phone's settings? Stupid developers. Should Switch to other banks.,1,NEGATIVE,0.9996753931045532
Commercial Bank of Ethiopia,Muftearashide,5,NEGATIVE,0.9893559813499451
Commercial Bank of Ethiopia,Wow wonderful app thank you so much.,4,POSITIVE,0.9998759031295776
Commercial Bank of Ethiopia,I appreciate you,5,POSITIVE,0.9998051524162292
Commercial Bank of Ethiopia,It ask me your developer mode is on and its not working for me???,1,NEGATIVE,0.7351755499839783
Commercial Bank of Ethiopia,Exellent,5,NEGATIVE,0.9927697777748108
Commercial Bank of Ethiopia,Wwŵw,5,POSITIVE,0.9401970505714417
Commercial Bank of Ethiopia,The last update is useless!!,1,NEGATIVE,0.999771773815155
Commercial Bank of Ethiopia,It is varey good,5,POSITIVE,0.9998499155044556
Commercial Bank of Ethiopia,Hi Hi Hi,5,POSITIVE,0.748120903968811
Commercial Bank of Ethiopia,Good very,3,POSITIVE,0.9998161196708679
Commercial Bank of Ethiopia,Awesom,5,POSITIVE,0.9916402101516724
Commercial Bank of Ethiopia,Excellent job.,5,POSITIVE,0.9998506307601929
Commercial Bank of Ethiopia,Security,1,POSITIVE,0.9965949654579163
Commercial Bank of Ethiopia,Batam arf new,5,NEGATIVE,0.9874332547187805
Commercial Bank of Ethiopia,I like you this App..,5,POSITIVE,0.9840216040611267
Commercial Bank of Ethiopia,Its good app,1,POSITIVE,0.9998493194580078
Commercial Bank of Ethiopia,It is and better than *889#.,5,POSITIVE,0.9995477795600891
Commercial Bank of Ethiopia,The update isn't working,1,POSITIVE,0.9917558431625366
Commercial Bank of Ethiopia,"No text, no update.....",1,POSITIVE,0.9085663557052612
Commercial Bank of Ethiopia,No installed,5,POSITIVE,0.879761278629303
Commercial Bank of Ethiopia,"As an app developer, I rely on Developer Mode to build and test apps, but this app blocks access entirely if it's enabled. This restriction is unnecessary and makes it impossible for developers to use the service. Instead of outright blocking, consider implementing enhanced security measures that don't alienate professionals who need this setting. Please reconsider this policy.",2,NEGATIVE,0.9975851774215698
Commercial Bank of Ethiopia,It's really helpful,1,POSITIVE,0.9997673630714417
Commercial Bank of Ethiopia,Sales person,3,NEGATIVE,0.9395685195922852
Commercial Bank of Ethiopia,cbe noor,5,POSITIVE,0.979977011680603
Commercial Bank of Ethiopia,No work on my device,5,POSITIVE,0.9735198020935059
Commercial Bank of Ethiopia,nayis,4,NEGATIVE,0.9524696469306946
Commercial Bank of Ethiopia,not convinet in slow Nw,5,NEGATIVE,0.9994533658027649
Commercial Bank of Ethiopia,Weak update ! . b/c it stops when I want to set two step verification on. And it is only applicable if developer options are on. Why ??? Please tell me the reason 🙏,1,NEGATIVE,0.9993465542793274
Commercial Bank of Ethiopia,Why I not used on these devices,5,POSITIVE,0.986423671245575
Commercial Bank of Ethiopia,Very very good,5,POSITIVE,0.9998161196708679
Commercial Bank of Ethiopia,Apdates went to dismiss the developer option,2,NEGATIVE,0.9967470169067383
Commercial Bank of Ethiopia,"Best Mobile-Banking app! Moreover, I will rate 5 stars as soon as you add ""account statement display"" menu in it. Hopefully waiting, Thank you in advance!",4,NEGATIVE,0.8776422142982483
Commercial Bank of Ethiopia,Updater,5,POSITIVE,0.8213794827461243
Commercial Bank of Ethiopia,Wowwwwwwwweed,5,NEGATIVE,0.8593734502792358
